Against	IN	against
a	DT	a
plain	JJ	plain
black	JJ	black
studio	NN	studio
background	NN	background
,	,	,
a	DT	a
white	JJ	white
chicken	NN	chicken
fills	VBZ	fill
the	DT	the
center	NN	center
of	IN	of
the	DT	the
image	NN	image
,	,	,
its	PP$	its
wings	NNS	wing
thrown	VBN	throw
wide	JJ	wide
and	CC	and
blurred	VBN	blur
from	IN	from
rapid	JJ	rapid
flapping	VBG	flap
.	SENT	.
Its	PP$	its
feathers	NNS	feather
are	VBP	be
ruffled	VBN	ruffle
and	CC	and
spread	VBN	spread
out	RP	out
as	IN	as
it	PP	it
drops	VBZ	drop
downward	RB	downward
toward	IN	toward
a	DT	a
small	JJ	small
dark	JJ	dark
portable	JJ	portable
CD	NN	CD
player	NN	player
beneath	IN	beneath
it	PP	it
.	SENT	.
The	DT	the
player	NN	player
sits	VBZ	sit
alone	RB	alone
on	IN	on
the	DT	the
black	JJ	black
surface	NN	surface
,	,	,
with	IN	with
a	DT	a
rounded	JJ	rounded
rectangular	JJ	rectangular
shape	NN	shape
,	,	,
a	DT	a
small	JJ	small
display	NN	display
area	NN	area
on	IN	on
the	DT	the
front	JJ	front
edge	NN	edge
,	,	,
and	CC	and
control	NN	control
buttons	NNS	button
along	IN	along
the	DT	the
sides	NNS	side
.	SENT	.
The	DT	the
chicken	NN	chicken
continues	VBZ	continue
descending	VBG	descend
,	,	,
body	NN	body
tilted	VBD	tilt
forward	RB	forward
and	CC	and
head	VB	head
pointed	VBN	point
down	RP	down
,	,	,
its	PP$	its
orange	JJ	orange
beak	NN	beak
and	CC	and
pale	JJ	pale
feathers	NNS	feather
visible	JJ	visible
amid	IN	amid
the	DT	the
motion	NN	motion
blur	NN	blur
.	SENT	.
As	IN	as
it	PP	it
lands	VBZ	land
,	,	,
its	PP$	its
wings	NNS	wing
beat	VBP	beat
hard	RB	hard
on	IN	on
either	DT	either
side	NN	side
,	,	,
creating	VBG	create
a	DT	a
messy	JJ	messy
,	,	,
feathery	JJ	feathery
cloud	NN	cloud
around	IN	around
its	PP$	its
body	NN	body
.	SENT	.
The	DT	the
bird	NN	bird
’s	POS	's
orange	JJ	orange
feet	NNS	foot
come	VBP	come
down	RP	down
onto	IN	onto
the	DT	the
top	NN	top
of	IN	of
the	DT	the
CD	NN	CD
player	NN	player
,	,	,
using	VBG	use
it	PP	it
like	IN	like
a	DT	a
tiny	JJ	tiny
platform	NN	platform
.	SENT	.
The	DT	the
Magnavox	NP	Magnavox
name	NN	name
is	VBZ	be
faintly	RB	faintly
visible	JJ	visible
on	IN	on
the	DT	the
player	NN	player
as	IN	as
the	DT	the
chicken	NN	chicken
’s	POS	's
feet	NNS	foot
and	CC	and
body	VBP	body
partially	RB	partially
cover	VB	cover
it	PP	it
.	SENT	.
The	DT	the
bird	NN	bird
steadies	VBZ	steady
itself	PP	itself
while	IN	while
still	RB	still
flapping	VBG	flap
.	SENT	.
Its	PP$	its
wings	NNS	wing
stretch	VBP	stretch
out	RP	out
horizontally	RB	horizontally
,	,	,
then	RB	then
begin	VB	begin
folding	VBG	fold
in	IN	in
.	SENT	.
The	DT	the
chicken	NN	chicken
crouches	VBZ	crouch
low	JJ	low
over	IN	over
the	DT	the
player	NN	player
,	,	,
head	NN	head
down	RB	down
,	,	,
feathers	NNS	feather
puffed	VBD	puff
into	IN	into
a	DT	a
rounded	JJ	rounded
mound	NN	mound
.	SENT	.
Its	PP$	its
orange	JJ	orange
feet	NNS	foot
grip	VBP	grip
the	DT	the
top	JJ	top
surface	NN	surface
,	,	,
toes	NNS	toe
splayed	VBD	splay
across	IN	across
the	DT	the
device	NN	device
near	IN	near
the	DT	the
front	JJ	front
controls	NNS	control
.	SENT	.
The	DT	the
dark	JJ	dark
background	NN	background
keeps	VBZ	keep
all	DT	all
attention	NN	attention
on	IN	on
the	DT	the
white	JJ	white
bird	NN	bird
and	CC	and
the	DT	the
small	JJ	small
electronic	JJ	electronic
player	NN	player
beneath	IN	beneath
it	PP	it
.	SENT	.
Gradually	RB	gradually
,	,	,
the	DT	the
chicken	NN	chicken
settles	VBZ	settle
.	SENT	.
Its	PP$	its
wings	NNS	wing
tuck	VB	tuck
closer	RBR	closer
to	TO	to
its	PP$	its
sides	NNS	side
,	,	,
and	CC	and
it	PP	it
stands	VBZ	stand
more	RBR	more
upright	JJ	upright
on	IN	on
the	DT	the
portable	JJ	portable
CD	NN	CD
player	NN	player
.	SENT	.
The	DT	the
bird	NN	bird
lifts	VBZ	lift
its	PP$	its
head	NN	head
slightly	RB	slightly
and	CC	and
turns	VBZ	turn
to	TO	to
one	CD	one
side	NN	side
,	,	,
looking	VBG	look
off	RP	off
to	TO	to
the	DT	the
right	NN	right
,	,	,
while	IN	while
remaining	VBG	remain
balanced	JJ	balanced
on	IN	on
the	DT	the
device	NN	device
.	SENT	.
The	DT	the
visual	JJ	visual
joke	NN	joke
is	VBZ	be
that	IN	that
the	DT	the
player	NN	player
remains	VBZ	remain
in	IN	in
place	NN	place
under	IN	under
the	DT	the
significant	JJ	significant
jolt	NN	jolt
of	IN	of
the	DT	the
chicken	NN	chicken
’s	POS	's
landing	NN	landing
.	SENT	.
The	DT	the
commercial	NN	commercial
then	RB	then
changes	VBZ	change
to	TO	to
a	DT	a
clean	JJ	clean
white	JJ	white
promotional	JJ	promotional
screen	NN	screen
.	SENT	.
Large	JJ	large
black	JJ	black
text	NN	text
reads	VBZ	read
“	``	"
Free	NP	Free
”	''	"
at	IN	at
the	DT	the
top	NN	top
,	,	,
with	IN	with
a	DT	a
thin	JJ	thin
red	JJ	red
line	NN	line
beneath	IN	beneath
it	PP	it
,	,	,
followed	VBN	follow
by	IN	by
“	``	"
CD	NN	CD
Case	NN	case
.	SENT	.
”	''	"
Below	NP	Below
the	DT	the
words	NNS	word
is	VBZ	be
a	DT	a
picture	NN	picture
of	IN	of
a	DT	a
small	JJ	small
black	JJ	black
zippered	JJ	<unknown>
CD	NN	CD
carrying	VBG	carry
case	NN	case
with	IN	with
a	DT	a
wrist	NN	wrist
strap	NN	strap
.	SENT	.
Under	IN	under
the	DT	the
case	NN	case
,	,	,
smaller	JJR	small
text	NN	text
reads	VBZ	read
,	,	,
“	``	"
Up	RB	up
to	TO	to
a	DT	a
$20	JJ	$@card@
value	NN	value
,	,	,
”	''	"
followed	VBN	follow
by	IN	by
fine	JJ	fine
print	NN	print
:	:	:
“	``	"
Offer	NN	offer
ends	VBZ	end
March	NP	March
31	CD	@card@
,	,	,
1996	CD	@card@
.	SENT	.
While	IN	while
supplies	NNS	supply
last	JJ	last
.	SENT	.
”	''	"
