An	DT	an
adult	JJ	adult
man	NN	man
with	IN	with
light	JJ	light
skin	NN	skin
,	,	,
short	JJ	short
dark	JJ	dark
hair	NN	hair
,	,	,
and	CC	and
a	DT	a
clean-shaven	JJ	clean-shaven
face	NN	face
appears	VBZ	appear
in	IN	in
a	DT	a
staged	VBN	stage
indoor	JJ	indoor
setting	NN	setting
,	,	,
seated	VBN	seat
or	CC	or
standing	NN	standing
in	IN	in
front	NN	front
of	IN	of
a	DT	a
pale	JJ	pale
beige	JJ	beige
upholstered	VBN	upholster
surface	NN	surface
.	SENT	.
He	PP	he
wears	VBZ	wear
a	DT	a
bright	JJ	bright
red	JJ	red
button-up	NN	button-up
shirt	NN	shirt
with	IN	with
a	DT	a
black	JJ	black
rectangular	JJ	rectangular
“	``	"
RESOLVE	NN	resolve
”	''	"
patch	NN	patch
on	IN	on
the	DT	the
chest	NN	chest
,	,	,
giving	VBG	give
him	PP	him
the	DT	the
look	VBP	look
of	IN	of
a	DT	a
product	NN	product
demonstrator	NN	demonstrator
.	SENT	.
He	PP	he
holds	VBZ	hold
a	DT	a
bottle	NN	bottle
of	IN	of
Resolve	NN	resolve
Dual	JJ	dual
Power	NP	Power
carpet	NN	carpet
cleaner	JJR	clean
upright	NN	upright
in	IN	in
both	DT	both
hands	NNS	hand
,	,	,
angled	VBN	angle
so	IN	so
the	DT	the
label	NN	label
faces	VBZ	face
forward	RB	forward
.	SENT	.
The	DT	the
bottle	NN	bottle
has	VBZ	have
a	DT	a
white	JJ	white
cap	NN	cap
,	,	,
a	DT	a
red-orange	JJ	red-orange
upper	JJ	upper
label	NN	label
area	NN	area
,	,	,
and	CC	and
a	DT	a
white	JJ	white
lower	JJR	low
body	NN	body
with	IN	with
blue	JJ	blue
graphics	NNS	graphics
and	CC	and
the	DT	the
word	NN	word
“	``	"
RESOLVE	NN	resolve
”	''	"
prominently	RB	prominently
across	IN	across
the	DT	the
front	NN	front
.	SENT	.
He	PP	he
looks	VBZ	look
to	TO	to
the	DT	the
side	NN	side
and	CC	and
then	RB	then
forward	RB	forward
while	IN	while
presenting	VBG	present
the	DT	the
product	NN	product
.	SENT	.
The	DT	the
scene	NN	scene
moves	VBZ	move
to	TO	to
a	DT	a
light	JJ	light
gray	JJ	gray
carpet	NN	carpet
sample	NN	sample
laid	VBN	lay
over	IN	over
a	DT	a
patterned	VBN	pattern
rug	NN	rug
or	CC	or
floor	NN	floor
.	SENT	.
Only	RB	only
a	DT	a
person	NN	person
’s	POS	's
lower	JJR	low
leg	NN	leg
and	CC	and
black	JJ	black
shoe	NN	shoe
are	VBP	be
visible	JJ	visible
near	IN	near
the	DT	the
edge	NN	edge
.	SENT	.
A	DT	a
hand	NN	hand
tips	VBZ	tip
a	DT	a
dark	JJ	dark
bottle	NN	bottle
over	IN	over
the	DT	the
carpet	NN	carpet
,	,	,
pouring	VBG	pour
a	DT	a
thin	JJ	thin
stream	NN	stream
of	IN	of
dark	JJ	dark
red-brown	JJ	red-brown
liquid	NN	liquid
onto	IN	onto
the	DT	the
pale	JJ	pale
surface	NN	surface
.	SENT	.
The	DT	the
liquid	NN	liquid
forms	VBZ	form
a	DT	a
long	JJ	long
,	,	,
uneven	JJ	uneven
stain	NN	stain
with	IN	with
splattered	VBN	splatter
spots	NNS	spot
around	IN	around
it	PP	it
.	SENT	.
Another	DT	another
hand	NN	hand
then	RB	then
brings	VBZ	bring
in	IN	in
a	DT	a
small	JJ	small
white	JJ	white
container	NN	container
with	IN	with
a	DT	a
narrow	JJ	narrow
spout	NN	spout
and	CC	and
drips	VBZ	drip
more	RBR	more
dark	JJ	dark
liquid	NN	liquid
onto	IN	onto
a	DT	a
separate	JJ	separate
area	NN	area
,	,	,
creating	VBG	create
additional	JJ	additional
brown	JJ	brown
stains	NNS	stain
on	IN	on
the	DT	the
carpet	NN	carpet
.	SENT	.
The	DT	the
carpet	NN	carpet
now	RB	now
has	VBZ	have
several	JJ	several
visible	JJ	visible
marks	NNS	mark
:	:	:
a	DT	a
reddish	JJ	reddish
streak	NN	streak
,	,	,
scattered	VBN	scatter
dark	JJ	dark
droplets	NNS	droplet
,	,	,
and	CC	and
separate	JJ	separate
brown	JJ	brown
blotches	NNS	blotch
.	SENT	.
The	DT	the
Resolve	NN	resolve
bottle	NN	bottle
is	VBZ	be
shown	VBN	show
close	RB	close
up	RB	up
in	IN	in
a	DT	a
