Decade	Sequence	Title	Category	Commercial ID	Video ID	URL	Start	End	Download Success	Reason
1950	1	Norwich Liquid Peptans	Health, Beauty & Personal Care	tv_com_1950_1	video_0001	https://youtu.be/G-zZFNf4PqQ	0:00:00	0:00:59	True	Success
1950	2	Betty Crocker Cake	Food, Beverages & Nutrition	tv_com_1950_2	video_0002	https://youtu.be/WMIMxj0PGGY	0:00:17	0:01:43	True	Success
1950	3	Easy Clean Kentile Vinyl Asbestos Floor	Household, Cleaning & Home Care	tv_com_1950_3	video_0003	https://youtu.be/O-baiygWMTQ	0:00:00	0:01:01	True	Success
1950	4	Johnson's Floor Wax Polisher Scrubber	Household, Cleaning & Home Care	tv_com_1950_4	video_0004	https://youtu.be/GGcZsStUjTg	0:00:00	0:01:31	True	Success
1950	5	Best Foods Hellmann's Real Mayonnaise	Food, Beverages & Nutrition	tv_com_1950_5	video_0005	https://youtu.be/bh6rDLrRcsc	0:00:00	0:01:01	True	Success
1950	6	Edward Dalton Co.	Food, Beverages & Nutrition	tv_com_1950_6	video_0006	https://youtu.be/cpREIZiW7CE	0:00:00	0:01:00	True	Success
1950	7	Florida Citrus Canned Orange Juice	Food, Beverages & Nutrition	tv_com_1950_7	video_0007	https://youtu.be/3CG1THvNt2E	0:00:00	0:00:59	True	Success
1950	8	Post Rice Krinkle Cereal	Food, Beverages & Nutrition	tv_com_1950_8	video_0008	https://youtu.be/uxqGn1fNcXQ	0:00:00	0:01:00	True	Success
1950	9	Triactin Anti Acid	Health, Beauty & Personal Care	tv_com_1950_9	video_0009	https://youtu.be/nzPpht8N2t8	0:00:00	0:01:01	True	Success
1950	10	Vanquish Pain and Headache Relief	Health, Beauty & Personal Care	tv_com_1950_10	video_0010	https://youtu.be/9NyAZeOjGl0	0:00:00	0:01:00	True	Success
1950	11	VapoRub Chest Cold Rub	Health, Beauty & Personal Care	tv_com_1950_11	video_0011	https://youtu.be/8zGnU6MTy24	0:00:00	0:01:00	True	Success
1950	12	Carling's Brewery Red Cap Ale Beer	Food, Beverages & Nutrition	tv_com_1950_12	video_0012	https://youtu.be/q_GNWSN2ebo	0:00:00	0:00:59	True	Success
1950	13	Yuban Coffee	Food, Beverages & Nutrition	tv_com_1950_13	video_0013	https://youtu.be/mtwWCrKmYhA	0:00:00	0:01:00	True	Success
1950	14	Western Union Telegram	Retail (Fashion/ Consumer Goods) &  Services	tv_com_1950_14	video_0014	https://youtu.be/jS76s2I40yU	0:00:00	0:00:34	True	Success
1950	15	Dietetic Labs Pream Powdered Coffee Creamer	Food, Beverages & Nutrition	tv_com_1950_15	video_0015	https://youtu.be/08v8ASZvAL0	0:00:05	0:01:01	True	Success
1950	16	Gold Medal Flour This is what every woman wants	Food, Beverages & Nutrition	tv_com_1950_16	video_0016	https://youtu.be/v1cAPCFm8gk	0:00:05	0:01:02	True	Success
